Region: us-phoenix-1
SERVICE            LIMIT                                                SCOPE                       MAX         USED    USED%
data-science       ds-optimized3-core-regional-count                    REGION                      400            0     0.0%
data-science       ds-optimized3-memory-count                           REGION                   10,240            0     0.0%
data-science       ds-private-endpoint-count                            REGION                       10            0     0.0%
data-science       ds-standard-a1-core-regional-count                   REGION                      400            0     0.0%
data-science       ds-standard-a1-memory-count                          REGION                    6,400            0     0.0%
data-science       ds-standard-a2-core-regional-count                   REGION                      400            0     0.0%
data-science       ds-standard-a2-memory-count                          REGION                    6,400            0     0.0%
data-science       ds-standard-amd-generic-core-regional-count          REGION                    2,000            0     0.0%
data-science       ds-standard-amd-generic-memory-count                 REGION                   10,240            0     0.0%
data-science       ds-standard-ampere-generic-core-regional-count       REGION                      400            0     0.0%
data-science       ds-standard-ampere-generic-memory-count              REGION                    6,400            0     0.0%
data-science       ds-standard-e2-core-regional-count                   REGION                      200            0     0.0%
data-science       ds-standard-e3-core-regional-count                   REGION                      400            0     0.0%
data-science       ds-standard-e3-memory-count                          REGION                    6,400            0     0.0%
data-science       ds-standard-e4-core-regional-count                   REGION                   13,500            0     0.0%
data-science       ds-standard-e4-memory-count                          REGION                  182,520            0     0.0%
data-science       ds-standard-e5-core-regional-count                   REGION                      400            0     0.0%
data-science       ds-standard-e5-memory-count                          REGION                   10,240            0     0.0%
data-science       ds-standard-intel-generic-core-regional-count        REGION                      400            0     0.0%
data-science       ds-standard-intel-generic-memory-count               REGION                   10,240            0     0.0%
data-science       ds-standard-x86-generic-core-regional-count          REGION                   18,610            0     0.0%
data-science       ds-standard-x86-generic-memory-count                 REGION                  211,320            0     0.0%
data-science       ds-standard2-core-regional-count                     REGION                      800            0     0.0%
data-science       ds-standard3-core-regional-count                     REGION                      794            0     0.0%
data-science       ds-standard3-memory-count                            REGION                   20,480            0     0.0%
data-science       job-count                                            REGION                   10,000            0     0.0%
data-science       ml-application-count                                 REGION                       20            0     0.0%
data-science       ml-application-implementation-count                  REGION                       20            0     0.0%
data-science       ml-application-implementation-version-count          REGION                    2,000            0     0.0%
data-science       ml-application-instance-count                        REGION                      100            0     0.0%
data-science       model-count                                          REGION                   10,000            0     0.0%
data-science       model-deploy-bandwidth-sum                           REGION                   44,250            0     0.0%
data-science       model-deploy-count                                   REGION                    1,821            0     0.0%
data-science       model-group-count                                    REGION                   25,000            0     0.0%
data-science       model-group-version-history-count                    REGION                   10,000            0     0.0%
data-science       model-version-set-count                              REGION                   10,000            0     0.0%
data-science       notebook-session-count                               REGION                   10,000            0     0.0%
data-science       pipeline-count                                       REGION                      500            0     0.0%
data-science       project-count                                        REGION                   10,000            0     0.0%
data-science       schedule-count                                       REGION                      500            0     0.0%
data-transfer      active-appliance-count                               REGION                        5          N/A      N/A
data-transfer      appliance-count                                      REGION                       50          N/A      N/A
data-transfer      job-count                                            REGION                       50          N/A      N/A
database           adb-developer-count                                  REGION                      100            0     0.0%
database           adb-free-count                                       REGION                        0            0      N/A
database           adw-dedicated-ecpu-count                             ZyrR:PHX-AD-1           100,000            0     0.0%
database           adw-dedicated-ecpu-count                             ZyrR:PHX-AD-2           100,000            0     0.0%
database           adw-dedicated-ecpu-count                             ZyrR:PHX-AD-3           100,000            0     0.0%
database           adw-dedicated-ocpu-count                             ZyrR:PHX-AD-1      9,223,372,036,854,775,807            0     0.0%
database           adw-dedicated-ocpu-count                             ZyrR:PHX-AD-2      9,223,372,036,854,775,807            0     0.0%
database           adw-dedicated-ocpu-count                             ZyrR:PHX-AD-3      9,223,372,036,854,775,807            0     0.0%
database           adw-dedicated-total-storage-tb                       ZyrR:PHX-AD-1      9,223,372,036,854,775,807            0     0.0%
database           adw-dedicated-total-storage-tb                       ZyrR:PHX-AD-2      9,223,372,036,854,775,807            0     0.0%
database           adw-dedicated-total-storage-tb                       ZyrR:PHX-AD-3      9,223,372,036,854,775,807            0     0.0%
database           adw-ecpu-count                                       REGION                      640            2     0.3%
database           adw-exacc-ecpu-count                                 ZyrR:PHX-AD-1           100,000            0     0.0%
database           adw-exacc-ecpu-count                                 ZyrR:PHX-AD-2           100,000            0     0.0%
database           adw-exacc-ecpu-count                                 ZyrR:PHX-AD-3           100,000            0     0.0%
database           adw-exacc-ocpu-count                                 ZyrR:PHX-AD-1           100,000            0     0.0%
database           adw-exacc-ocpu-count                                 ZyrR:PHX-AD-2           100,000            0     0.0%
database           adw-exacc-ocpu-count                                 ZyrR:PHX-AD-3           100,000            0     0.0%
database           adw-exacc-total-storage-tb                           ZyrR:PHX-AD-1           100,000            0     0.0%
database           adw-exacc-total-storage-tb                           ZyrR:PHX-AD-2           100,000            0     0.0%
database           adw-exacc-total-storage-tb                           ZyrR:PHX-AD-3           100,000            0     0.0%
database           adw-ocpu-count                                       REGION                      160            0     0.0%
database           adw-total-storage-tb                                 REGION                      130            1     0.8%
database           ajd-ecpu-count                                       REGION                      270            0     0.0%
database           ajd-ocpu-count                                       REGION                        8            0     0.0%
database           ajd-total-storage-tb                                 REGION                        8            0     0.0%
database           apex-ecpu-count                                      REGION                      270            0     0.0%
database           apex-ocpu-count                                      REGION                      128            0     0.0%
database           apex-total-storage-tb                                REGION                      128            1     0.8%
database           atp-dedicated-ecpu-count                             ZyrR:PHX-AD-1           100,000            0     0.0%
database           atp-dedicated-ecpu-count                             ZyrR:PHX-AD-2           100,000            0     0.0%
database           atp-dedicated-ecpu-count                             ZyrR:PHX-AD-3           100,000            0     0.0%
database           atp-dedicated-ocpu-count                             ZyrR:PHX-AD-1      9,223,372,036,854,775,807            0     0.0%
database           atp-dedicated-ocpu-count                             ZyrR:PHX-AD-2      9,223,372,036,854,775,807            0     0.0%
database           atp-dedicated-ocpu-count                             ZyrR:PHX-AD-3      9,223,372,036,854,775,807            0     0.0%
database           atp-dedicated-total-storage-gb                       ZyrR:PHX-AD-1       100,000,000            0     0.0%
database           atp-dedicated-total-storage-gb                       ZyrR:PHX-AD-2       100,000,000            0     0.0%
database           atp-dedicated-total-storage-gb                       ZyrR:PHX-AD-3       100,000,000            0     0.0%
database           atp-dedicated-total-storage-tb                       ZyrR:PHX-AD-1      9,223,372,036,854,775,807            0     0.0%
database           atp-dedicated-total-storage-tb                       ZyrR:PHX-AD-2      9,223,372,036,854,775,807            0     0.0%
database           atp-dedicated-total-storage-tb                       ZyrR:PHX-AD-3      9,223,372,036,854,775,807            0     0.0%
database           atp-ecpu-count                                       REGION                      540            0     0.0%
database           atp-exacc-ecpu-count                                 ZyrR:PHX-AD-1           100,000            0     0.0%
database           atp-exacc-ecpu-count                                 ZyrR:PHX-AD-2           100,000            0     0.0%
database           atp-exacc-ecpu-count                                 ZyrR:PHX-AD-3           100,000            0     0.0%
database           atp-exacc-ocpu-count                                 ZyrR:PHX-AD-1           100,000            0     0.0%
database           atp-exacc-ocpu-count                                 ZyrR:PHX-AD-2           100,000            0     0.0%
database           atp-exacc-ocpu-count                                 ZyrR:PHX-AD-3           100,000            0     0.0%
database           atp-exacc-total-storage-tb                           ZyrR:PHX-AD-1           100,000            0     0.0%
database           atp-exacc-total-storage-tb                           ZyrR:PHX-AD-2           100,000            0     0.0%
database           atp-exacc-total-storage-tb                           ZyrR:PHX-AD-3           100,000            0     0.0%
database           atp-ocpu-count                                       REGION                      135            0     0.0%
database           atp-total-storage-tb                                 REGION                      130            0     0.0%
database           autonomous-vm-cluster-count                          ZyrR:PHX-AD-1           100,000            0     0.0%
database           autonomous-vm-cluster-count                          ZyrR:PHX-AD-2           100,000            0     0.0%
database           autonomous-vm-cluster-count                          ZyrR:PHX-AD-3           100,000            0     0.0%
database           bm-dense-io1-36-count                                ZyrR:PHX-AD-1                 0            0      N/A
database           bm-dense-io1-36-count                                ZyrR:PHX-AD-2                 0            0      N/A
database           bm-dense-io1-36-count                                ZyrR:PHX-AD-3                 0            0      N/A
database           bm-dense-io2-52-count                                ZyrR:PHX-AD-1                 0            0      N/A
database           bm-dense-io2-52-count                                ZyrR:PHX-AD-2                 0            0      N/A
database           bm-dense-io2-52-count                                ZyrR:PHX-AD-3                 0            0      N/A
database           ex-cdb-count                                         REGION                   20,000            0     0.0%
database           ex-non-cdb-count                                     REGION                   20,000            0     0.0%
database           ex-pdb-count                                         REGION                   20,000            0     0.0%
database           exadata-base-48-count                                ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-base-48-count                                ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-base-48-count                                ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-database-server-x11m-count                   ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-database-server-x11m-count                   ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-database-server-x11m-count                   ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-database-server-x8m-count                    ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-database-server-x8m-count                    ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-database-server-x8m-count                    ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-database-server-x9m-count                    ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-database-server-x9m-count                    ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-database-server-x9m-count                    ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-full1-336-x6-count                           ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-full1-336-x6-count                           ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-full1-336-x6-count                           ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-full2-368-x7-count                           ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-full2-368-x7-count                           ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-full2-368-x7-count                           ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-full3-400-x8-count                           ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-full3-400-x8-count                           ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-full3-400-x8-count                           ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-half1-168-x6-count                           ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-half1-168-x6-count                           ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-half1-168-x6-count                           ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-half2-184-x7-count                           ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-half2-184-x7-count                           ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-half2-184-x7-count                           ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-half3-200-x8-count                           ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-half3-200-x8-count                           ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-half3-200-x8-count                           ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-quarter1-84-x6-count                         ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-quarter1-84-x6-count                         ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-quarter1-84-x6-count                         ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-quarter2-92-x7-count                         ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-quarter2-92-x7-count                         ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-quarter2-92-x7-count                         ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-quarter3-100-x8-count                        ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-quarter3-100-x8-count                        ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-quarter3-100-x8-count                        ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-storage-server-x11m-hc-count                 ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-storage-server-x11m-hc-count                 ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-storage-server-x11m-hc-count                 ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-storage-server-x8m-count                     ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-storage-server-x8m-count                     ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-storage-server-x8m-count                     ZyrR:PHX-AD-3                 0            0      N/A
database           exadata-storage-server-x9m-count                     ZyrR:PHX-AD-1                 0            0      N/A
database           exadata-storage-server-x9m-count                     ZyrR:PHX-AD-2                 0            0      N/A
database           exadata-storage-server-x9m-count                     ZyrR:PHX-AD-3                 0            0      N/A
database           exadatacc-base-x10m-count                            ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-base-x10m-count                            ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-base-x10m-count                            ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-base-x7-count                              ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-base-x7-count                              ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-base-x7-count                              ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-base-x8-count                              ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-base-x8-count                              ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-base-x8-count                              ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-base-x8m-count                             ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-base-x8m-count                             ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-base-x8m-count                             ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-base-x9m-count                             ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-base-x9m-count                             ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-base-x9m-count                             ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-x10m-count                                 ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-x10m-count                                 ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-x10m-count                                 ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-x10m-l-count                               ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-x10m-l-count                               ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-x10m-l-count                               ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-x10m-xl-count                              ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-x10m-xl-count                              ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-x10m-xl-count                              ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-x7-count                                   ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-x7-count                                   ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-x7-count                                   ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-x8-count                                   ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-x8-count                                   ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-x8-count                                   ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-x8m-count                                  ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-x8m-count                                  ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-x8m-count                                  ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadatacc-x9m-count                                  ZyrR:PHX-AD-1           100,000            0     0.0%
database           exadatacc-x9m-count                                  ZyrR:PHX-AD-2           100,000            0     0.0%
database           exadatacc-x9m-count                                  ZyrR:PHX-AD-3           100,000            0     0.0%
database           exadbxs-hc-storage-base-gb                           ZyrR:PHX-AD-1             2,000            0     0.0%
database           exadbxs-hc-storage-base-gb                           ZyrR:PHX-AD-2             2,000            0     0.0%
database           exadbxs-hc-storage-base-gb                           ZyrR:PHX-AD-3             2,000            0     0.0%
database           exadbxs-local-storage-base-gb                        ZyrR:PHX-AD-1             1,500            0     0.0%
database           exadbxs-local-storage-base-gb                        ZyrR:PHX-AD-2             1,500            0     0.0%
database           exadbxs-local-storage-base-gb                        ZyrR:PHX-AD-3             1,500            0     0.0%
database           exadbxs-total-cpu-base-count                         ZyrR:PHX-AD-1                64            0     0.0%
database           exadbxs-total-cpu-base-count                         ZyrR:PHX-AD-2                64            0     0.0%
database           exadbxs-total-cpu-base-count                         ZyrR:PHX-AD-3                64            0     0.0%
database           exadbxs-vm-instance-base-count                       ZyrR:PHX-AD-1                 4            0     0.0%
database           exadbxs-vm-instance-base-count                       ZyrR:PHX-AD-2                 4            0     0.0%
database           exadbxs-vm-instance-base-count                       ZyrR:PHX-AD-3                 4            0     0.0%
database           vm-block-storage-gb                                  ZyrR:PHX-AD-1           200,000            0     0.0%
database           vm-block-storage-gb                                  ZyrR:PHX-AD-2           200,000            0     0.0%
database           vm-block-storage-gb                                  ZyrR:PHX-AD-3           200,000            0     0.0%
database           vm-standard-a1-ocpu-count                            ZyrR:PHX-AD-1               300            0     0.0%
database           vm-standard-a1-ocpu-count                            ZyrR:PHX-AD-2               300            0     0.0%
database           vm-standard-a1-ocpu-count                            ZyrR:PHX-AD-3               300            0     0.0%
database           vm-standard-a2-ocpu-count                            ZyrR:PHX-AD-1               300            0     0.0%
database           vm-standard-a2-ocpu-count                            ZyrR:PHX-AD-2               300            0     0.0%
database           vm-standard-a2-ocpu-count                            ZyrR:PHX-AD-3               300            0     0.0%
database           vm-standard-e4-ocpu-count                            ZyrR:PHX-AD-1               300            0     0.0%
database           vm-standard-e4-ocpu-count                            ZyrR:PHX-AD-2               300            0     0.0%
database           vm-standard-e4-ocpu-count                            ZyrR:PHX-AD-3               300            0     0.0%
database           vm-standard-e5-ocpu-count                            ZyrR:PHX-AD-1               300            0     0.0%
database           vm-standard-e5-ocpu-count                            ZyrR:PHX-AD-2               300            0     0.0%
database           vm-standard-e5-ocpu-count                            ZyrR:PHX-AD-3               300            0     0.0%
database           vm-standard-e6-ocpu-count                            ZyrR:PHX-AD-1                 0            0      N/A
database           vm-standard-e6-ocpu-count                            ZyrR:PHX-AD-2                 0            0      N/A
database           vm-standard-e6-ocpu-count                            ZyrR:PHX-AD-3                 0            0      N/A
database           vm-standard-x86-ecpu-count                           ZyrR:PHX-AD-1             1,200            0     0.0%
database           vm-standard-x86-ecpu-count                           ZyrR:PHX-AD-2             1,200            0     0.0%
database           vm-standard-x86-ecpu-count                           ZyrR:PHX-AD-3             1,200            0     0.0%
database           vm-standard1-ocpu-count                              ZyrR:PHX-AD-1                 0            0      N/A
database           vm-standard1-ocpu-count                              ZyrR:PHX-AD-2                 0            0      N/A
database           vm-standard1-ocpu-count                              ZyrR:PHX-AD-3                 0            0      N/A
database           vm-standard2-ocpu-count                              ZyrR:PHX-AD-1            15,000            0     0.0%
database           vm-standard2-ocpu-count                              ZyrR:PHX-AD-2            15,000            0     0.0%
database           vm-standard2-ocpu-count                              ZyrR:PHX-AD-3            15,000            0     0.0%
database           vm-standard3-ocpu-count                              ZyrR:PHX-AD-1               300            0     0.0%
database           vm-standard3-ocpu-count                              ZyrR:PHX-AD-2               300            0     0.0%
database           vm-standard3-ocpu-count                              ZyrR:PHX-AD-3               300            0     0.0%
database-migration odms-agent-count                                     REGION                        5            0     0.0%
database-migration odms-migration-count                                 REGION                        5            0     0.0%
database-migration odms-registered-database-count                       REGION                       10            0     0.0%
datalake           aidataplatform-count                                 REGION                       45            0     0.0%
dbtools            dbtools-connections-count                            REGION                    1,000            0     0.0%
dbtools            dbtools-db-api-gateway-cfgs-count                    REGION                       10            0     0.0%
dbtools            dbtools-identities-count                             REGION                       10            0     0.0%
dbtools            dbtools-mcp-servers-count                            REGION                       10            0     0.0%
dbtools            dbtools-mcp-toolsets-count                           REGION                      250            0     0.0%
dbtools            dbtools-private-endpoints-count                      REGION                       10            0     0.0%
dbtools            dbtools-sql-reports-count                            REGION                      250            0     0.0%
devops             build-pipeline-count                                 REGION                    5,000            0     0.0%
devops             code-repository-count                                REGION                    1,000            1     0.1%
devops             code-repository-size-limit-mb                        REGION                    1,024          N/A      N/A
devops             concurrent-build-run-count                           REGION                       60          N/A      N/A
devops             concurrent-build-runner-count                        REGION                       12          N/A      N/A
devops             concurrent-custom-build-runner-count                 REGION                       60          N/A      N/A
devops             concurrent-deployment-count                          REGION                      500          N/A      N/A
devops             deployment-pipeline-count                            REGION                    5,000            0     0.0%
devops             deployment-stages-per-pipeline-count                 REGION                      500          N/A      N/A
devops             devops-artifact-count                                REGION                    5,000            0     0.0%
devops             devops-environment-count                             REGION                   15,000            0     0.0%
devops             devops-project-count                                 REGION                    5,000            1     0.0%
devops             external-connection-count                            REGION                      500            0     0.0%
devops             receive-pack-size-limit-mb                           REGION                    1,024          N/A      N/A
devops             stages-per-build-pipeline-count                      REGION                      500          N/A      N/A
devops             trigger-count                                        REGION                      500            0     0.0%
digital-assistant  embedded-custom-component-service-count              REGION                       20          N/A      N/A
digital-assistant  instance-count                                       REGION                       15            0     0.0%
digital-assistant  private-endpoint-count                               REGION                        1            0     0.0%
digital-media      job-count                                            REGION                    2,000            0     0.0%
digital-media      media-asset-count                                    REGION                4,000,000            0     0.0%
digital-media      stream-cdn-config-count                              REGION                5,000,000            0     0.0%
digital-media      stream-distribution-channel-count                    REGION                       10            0     0.0%
digital-media      stream-packaging-config-count                        REGION                      100            0     0.0%
digital-media      workflow-config-count                                REGION                    2,000            0     0.0%
digital-media      workflow-count                                       REGION                    1,000            0     0.0%
disaster-recovery  dr-oke-cluster-basic-managed-nodes-count             REGION                       10          N/A      N/A
disaster-recovery  dr-oke-cluster-enhanced-managed-nodes-count          REGION                       10          N/A      N/A
disaster-recovery  dr-oke-cluster-enhanced-virtual-nodes-count          REGION                        9          N/A      N/A
disaster-recovery  dr-oke-node-pool-managed-nodes-count                 REGION                       10          N/A      N/A
disaster-recovery  dr-plan-count                                        REGION                      100            1     1.0%
disaster-recovery  dr-plan-user-defined-step-count                      REGION                      100          N/A      N/A
disaster-recovery  dr-protection-group-compute-member-count             REGION                       25          N/A      N/A
disaster-recovery  dr-protection-group-count                            REGION                       10            1    10.0%
disaster-recovery  dr-protection-group-db-member-count                  REGION                       10          N/A      N/A
disaster-recovery  dr-protection-group-fss-member-count                 REGION                       10          N/A      N/A
disaster-recovery  dr-protection-group-lbr-member-count                 REGION                        5          N/A      N/A
disaster-recovery  dr-protection-group-member-count                     REGION                       50          N/A      N/A
disaster-recovery  dr-protection-group-nlbr-member-count                REGION                        5          N/A      N/A
disaster-recovery  dr-protection-group-oke-member-count                 REGION                       10          N/A      N/A
disaster-recovery  dr-protection-group-oss-member-count                 REGION                       10          N/A      N/A
disaster-recovery  dr-protection-group-vg-member-count                  REGION                       25          N/A      N/A
dns                global-zone-count                                    REGION                    1,000            0     0.0%
dns                private-zone-count                                   REGION                    1,000            1     0.1%
dns                records-count                                        GLOBAL                   25,000          N/A      N/A
dns                steering-policy-attachment-count                     REGION                    1,000            0     0.0%
dns                steering-policy-count                                REGION                      100            0     0.0%
dns                tsig-key-count                                       REGION                    1,000            0     0.0%
dns                view-count                                           REGION                      100            1     1.0%
email-delivery     approved-sender-count                                REGION                   10,000            0     0.0%
email-delivery     email-delivery-config-count                          REGION                    1,000            0     0.0%
email-delivery     email-delivery-config-ip-association-count           REGION                    1,000            0     0.0%
email-delivery     email-domain-count                                   REGION                   10,000            0     0.0%
email-delivery     email-ip-pool-count                                  REGION                    1,000            0     0.0%
email-delivery     email-mxrollup-count                                 REGION                    1,000            0     0.0%
email-delivery     email-recipient-domain-count                         REGION                    1,000            0     0.0%
email-delivery     max-emails-day                                       REGION                   50,000          N/A      N/A
email-delivery     max-message-size                                     REGION                2,008,192          N/A      N/A
email-delivery     sendrate                                             REGION                   18,000          N/A      N/A
events             rule-count                                           REGION                       50            8    16.0%
exadata-fleet-u... fsu-action-count                                     REGION                    3,600            0     0.0%
exadata-fleet-u... fsu-collection-count                                 REGION                      100            0     0.0%
exadata-fleet-u... fsu-cycle-count                                      REGION                    1,200            0     0.0%
exadata-fleet-u... fsu-discovery-count                                  REGION                   60,000            0     0.0%
exadata-fleet-u... fsu-job-count                                        REGION                3,600,000            0     0.0%
exadata-fleet-u... readiness-check-count                                REGION                3,600,000            0     0.0%
faas               application-count                                    REGION                       20            8    40.0%
faas               function-count                                       REGION                      500           10     2.0%
faas               provisioned-concurrency-mb                           REGION                   40,960          N/A      N/A
faas               total-concurrency-mb                                 REGION                  184,320          N/A      N/A
fams               catalog-item-count                                   REGION                      500            0     0.0%
fams               category-count                                       REGION                      100            0     0.0%
fams               compliance-policy-rule-count                         REGION                      100            0     0.0%
fams               fleet-count                                          REGION                      100            1     1.0%
fams               maintenance-window-count                             REGION                      500            0     0.0%
fams               patch-count                                          REGION                    1,000            0     0.0%
fams               platform-configuration-count                         REGION                      500            1     0.2%
fams               property-count                                       REGION                      100            0     0.0%
fams               provision-count                                      REGION                      100            0     0.0%
fams               runbook-count                                        REGION                      100            1     1.0%
fams               runbook-task-count                                   REGION                      500            1     0.2%
fams               schedule-count                                       REGION                      100            0     0.0%
fast-connect       cross-connect-100g-count                             REGION                        0            0      N/A
fast-connect       cross-connect-10g-count                              REGION                        0            0      N/A
fast-connect       cross-connect-1g-count                               REGION                        0            0      N/A
fast-connect       cross-connect-400g-count                             REGION                        0            0      N/A
fast-connect       cross-connect-count                                  REGION                        0            0      N/A
fast-connect       cross-connect-group-count                            REGION                        0            0      N/A
fast-connect       cross-connect-pending-loa-count                      REGION                        0            0      N/A
fast-connect       remote-peering-connection-count                      REGION                       40            5    12.5%
fast-connect       virtual-circuit-count                                REGION                       30            0     0.0%
filesystem         file-system-count                                    ZyrR:PHX-AD-1               100            1     1.0%
filesystem         file-system-count                                    ZyrR:PHX-AD-2               100            0     0.0%
filesystem         file-system-count                                    ZyrR:PHX-AD-3               100            2     2.0%
filesystem         filesystem-snapshot-policy-count                     ZyrR:PHX-AD-1               100            0     0.0%
filesystem         filesystem-snapshot-policy-count                     ZyrR:PHX-AD-2               100            0     0.0%
filesystem         filesystem-snapshot-policy-count                     ZyrR:PHX-AD-3               100            0     0.0%
filesystem         filesystems-per-snapshot-policy-count                ZyrR:PHX-AD-1               100          N/A      N/A
filesystem         filesystems-per-snapshot-policy-count                ZyrR:PHX-AD-2               100          N/A      N/A
filesystem         filesystems-per-snapshot-policy-count                ZyrR:PHX-AD-3               100          N/A      N/A
filesystem         mount-target-20gbps-count                            ZyrR:PHX-AD-1                 2            0     0.0%
filesystem         mount-target-20gbps-count                            ZyrR:PHX-AD-2                 2            0     0.0%
filesystem         mount-target-20gbps-count                            ZyrR:PHX-AD-3                 2            0     0.0%
filesystem         mount-target-40gbps-count                            ZyrR:PHX-AD-1                 1            0     0.0%
filesystem         mount-target-40gbps-count                            ZyrR:PHX-AD-2                 1            0     0.0%
filesystem         mount-target-40gbps-count                            ZyrR:PHX-AD-3                 1            0     0.0%
filesystem         mount-target-80gbps-count                            ZyrR:PHX-AD-1                 0            0      N/A
filesystem         mount-target-80gbps-count                            ZyrR:PHX-AD-2                 0            0      N/A
filesystem         mount-target-80gbps-count                            ZyrR:PHX-AD-3                 0            0      N/A
filesystem         mount-target-count                                   ZyrR:PHX-AD-1                 6            1    16.7%
filesystem         mount-target-count                                   ZyrR:PHX-AD-2                 6            0     0.0%
